	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
8539	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	24	hour	003017179018.CEL
8540	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	3	hour	003017178009.CEL
8541	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	3	hour	003017178010.CEL
8542	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	3	hour	003017178011.CEL
8543	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	6	hour	003017178021.CEL
8544	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	6	hour	003017178022.CEL
8545	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	6	hour	003017178023.CEL
8546	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	9	hour	003017179007.CEL
8547	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	9	hour	003017179008.CEL
8548	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	9	hour	003017179009.CEL
8549	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	24	hour	003017178027.CEL
8550	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	24	hour	003017179019.CEL
8551	kidney	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	24	hour	003017179020.CEL
8552	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	3	hour	003017178012.CEL
8553	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	3	hour	003017178013.CEL
8554	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	3	hour	003017178014.CEL
8555	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	6	hour	003017178024.CEL
8556	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	6	hour	003017178025.CEL
8557	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	6	hour	003017178026.CEL
8558	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	9	hour	003017179010.CEL
8559	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	9	hour	003017179011.CEL
8560	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	9	hour	003017179012.CEL
8561	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017178028.CEL
8562	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017178029.CEL
8563	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017178030.CEL
8564	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	2	hour	003017098021.CEL
8565	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	2	hour	003017098022.CEL
8566	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	8	hour	003017098029.CEL
8567	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	8	hour	003017098030.CEL
8568	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	24	hour	003017099007.CEL
8569	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	24	hour	003017099008.CEL
8570	hepatocyte	Rattus norvegicus	methyltestosterone	Low	01.cze	micromolar	2	hour	003017098023.CEL
8571	hepatocyte	Rattus norvegicus	methyltestosterone	Low	01.cze	micromolar	2	hour	003017098024.CEL
8572	hepatocyte	Rattus norvegicus	methyltestosterone	Low	01.cze	micromolar	8	hour	003017099001.CEL
8573	hepatocyte	Rattus norvegicus	methyltestosterone	Low	01.cze	micromolar	8	hour	003017099002.CEL
8574	hepatocyte	Rattus norvegicus	methyltestosterone	Low	01.cze	micromolar	24	hour	003017099009.CEL
8575	hepatocyte	Rattus norvegicus	methyltestosterone	Low	01.cze	micromolar	24	hour	003017099010.CEL
8576	hepatocyte	Rattus norvegicus	methyltestosterone	Middle	8	micromolar	2	hour	003017098025.CEL
8577	hepatocyte	Rattus norvegicus	methyltestosterone	Middle	8	micromolar	2	hour	003017098026.CEL
8578	hepatocyte	Rattus norvegicus	methyltestosterone	Middle	8	micromolar	8	hour	003017099003.CEL
8579	hepatocyte	Rattus norvegicus	methyltestosterone	Middle	8	micromolar	8	hour	003017099004.CEL
8580	hepatocyte	Rattus norvegicus	methyltestosterone	Middle	8	micromolar	24	hour	003017099011.CEL
8581	hepatocyte	Rattus norvegicus	methyltestosterone	Middle	8	micromolar	24	hour	003017099012.CEL
8582	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	2	hour	003017098027.CEL
8583	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	2	hour	003017098028.CEL
8584	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	8	hour	003017099005.CEL
8585	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	8	hour	003017099006.CEL
8586	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	24	hour	003017099013.CEL
8587	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	24	hour	003017099014.CEL
9320	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	2	hour	003016030013.CEL
9321	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	2	hour	003016030014.CEL
9322	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	8	hour	003016030021.CEL
9323	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	8	hour	003016030022.CEL
9324	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	24	hour	003016030029.CEL
9325	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	24	hour	003016030030.CEL
9326	hepatocyte	Homo sapiens	nitrofurantoin	Low	5	micromolar	2	hour	003016030015.CEL
9327	hepatocyte	Homo sapiens	nitrofurantoin	Low	5	micromolar	2	hour	003016030016.CEL
9328	hepatocyte	Homo sapiens	nitrofurantoin	Low	5	micromolar	8	hour	003016030023.CEL
9329	hepatocyte	Homo sapiens	nitrofurantoin	Low	5	micromolar	8	hour	003016030024.CEL
9330	hepatocyte	Homo sapiens	nitrofurantoin	Low	5	micromolar	24	hour	003016048009.CEL
9331	hepatocyte	Homo sapiens	nitrofurantoin	Low	5	micromolar	24	hour	003016048010.CEL
9332	hepatocyte	Homo sapiens	nitrofurantoin	Middle	25	micromolar	2	hour	003016030017.CEL
9333	hepatocyte	Homo sapiens	nitrofurantoin	Middle	25	micromolar	2	hour	003016030018.CEL
9334	hepatocyte	Homo sapiens	nitrofurantoin	Middle	25	micromolar	8	hour	003016030025.CEL
9335	hepatocyte	Homo sapiens	nitrofurantoin	Middle	25	micromolar	8	hour	003016030026.CEL
9336	hepatocyte	Homo sapiens	nitrofurantoin	Middle	25	micromolar	24	hour	003016048011.CEL
9337	hepatocyte	Homo sapiens	nitrofurantoin	Middle	25	micromolar	24	hour	003016048012.CEL
9338	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	2	hour	003016030019.CEL
9339	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	2	hour	003016030020.CEL
9340	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	8	hour	003016030027.CEL
9341	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	8	hour	003016030028.CEL
9342	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	24	hour	003016031005.CEL
9343	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	24	hour	003016031006.CEL
9344	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	3	hour	003017788012.CEL
9345	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	3	hour	003017788013.CEL
9346	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	3	hour	003017788014.CEL
9347	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	6	hour	003017790004.CEL
9348	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	6	hour	003017790005.CEL
9349	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	6	hour	003017790006.CEL
9350	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	9	hour	003017791010.CEL
9351	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	9	hour	003017791011.CEL
9352	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	9	hour	003017791012.CEL
9353	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017791022.CEL
9354	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017791023.CEL
9355	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017791024.CEL
9356	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	3	hour	003017788015.CEL
9357	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	3	hour	003017788016.CEL
9358	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	3	hour	003017788017.CEL
9359	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	6	hour	003017790007.CEL
9360	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	6	hour	003017790008.CEL
9361	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	6	hour	003017790009.CEL
9362	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	9	hour	003017791013.CEL
9363	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	9	hour	003017791014.CEL
9364	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	9	hour	003017791015.CEL
9365	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	24	hour	003017791025.CEL
9366	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	24	hour	003017791026.CEL
9367	liver	Rattus norvegicus	nitrofurantoin	Low	100	milligram per kilogram	24	hour	003017791027.CEL
9368	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	3	hour	003017788018.CEL
9369	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	3	hour	003017788019.CEL
9370	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	3	hour	003017788020.CEL
9371	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	6	hour	003017790010.CEL
9372	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	6	hour	003017790011.CEL
9373	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	6	hour	003017790012.CEL
9374	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	9	hour	003017791016.CEL
9375	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	9	hour	003017791017.CEL
9376	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	9	hour	003017791018.CEL
9377	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	24	hour	003017791028.CEL
9378	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	24	hour	003017791029.CEL
9379	liver	Rattus norvegicus	nitrofurantoin	Middle	300	milligram per kilogram	24	hour	003017791030.CEL
9380	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	3	hour	003017788021.CEL
9381	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	3	hour	003017788022.CEL
9382	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	3	hour	003017788023.CEL
9383	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	6	hour	003017790013.CEL
9384	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	6	hour	003017790014.CEL
9385	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	6	hour	003017790015.CEL
9386	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	9	hour	003017791019.CEL
9387	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	9	hour	003017791020.CEL
9388	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	9	hour	003017791021.CEL
9389	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	24	hour	003017792001.CEL
9390	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	24	hour	003017792002.CEL
9391	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	24	hour	003017792003.CEL
9392	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	3	hour	003017206001.CEL
9393	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	3	hour	003017206002.CEL
9394	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	3	hour	003017206003.CEL
9395	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	6	hour	003017206013.CEL
9396	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	6	hour	003017206014.CEL
9397	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	6	hour	003017206015.CEL
9398	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	9	hour	003017205009.CEL
9399	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	9	hour	003017205010.CEL
9400	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	9	hour	003017205011.CEL
9401	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017205019.CEL
9402	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017205020.CEL
9403	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017205021.CEL
9404	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	3	hour	003017206004.CEL
9405	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	3	hour	003017206005.CEL
9406	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	3	hour	003017206006.CEL
9407	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	6	hour	003017206016.CEL
9408	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	6	hour	003017206017.CEL
9409	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	6	hour	003017206018.CEL
9410	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	9	hour	003017205012.CEL
9411	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	9	hour	003017205013.CEL
9412	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	9	hour	003017216019.CEL
9413	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	24	hour	003017205022.CEL
9414	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	24	hour	003017205023.CEL
9415	kidney	Rattus norvegicus	nitrofurantoin	Low	10	milligram per kilogram	24	hour	003017205024.CEL
9416	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	3	hour	003017206007.CEL
9417	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	3	hour	003017206008.CEL
9418	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	3	hour	003017206009.CEL
9419	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	6	hour	003017206019.CEL
9420	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	6	hour	003017206020.CEL
9421	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	6	hour	003017206021.CEL
9422	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	9	hour	003017205014.CEL
9423	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	9	hour	003017205015.CEL
9424	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	9	hour	003017216020.CEL
9425	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	24	hour	003017205025.CEL
9426	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	24	hour	003017205026.CEL
9427	kidney	Rattus norvegicus	nitrofurantoin	Middle	30	milligram per kilogram	24	hour	003017205027.CEL
9428	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	3	hour	003017206010.CEL
9429	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	3	hour	003017206011.CEL
9430	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	3	hour	003017206012.CEL
9431	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	6	hour	003017206022.CEL
9432	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	6	hour	003017206023.CEL
9433	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	6	hour	003017206024.CEL
9434	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	9	hour	003017205016.CEL
9435	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	9	hour	003017205017.CEL
9436	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	9	hour	003017205018.CEL
9437	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	24	hour	003017205028.CEL
9438	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	24	hour	003017205029.CEL
9439	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	24	hour	003017205030.CEL
9440	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	2	hour	003017128012.CEL
9441	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	2	hour	003017128013.CEL
9442	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	8	hour	003017128020.CEL
9443	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	8	hour	003017128021.CEL
9444	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	24	hour	003017128028.CEL
9445	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	24	hour	003017128029.CEL
9446	hepatocyte	Rattus norvegicus	nitrofurantoin	Low	5	micromolar	2	hour	003017128014.CEL
9447	hepatocyte	Rattus norvegicus	nitrofurantoin	Low	5	micromolar	2	hour	003017128015.CEL
9448	hepatocyte	Rattus norvegicus	nitrofurantoin	Low	5	micromolar	8	hour	003017128022.CEL
9449	hepatocyte	Rattus norvegicus	nitrofurantoin	Low	5	micromolar	8	hour	003017128023.CEL
9450	hepatocyte	Rattus norvegicus	nitrofurantoin	Low	5	micromolar	24	hour	003017128030.CEL
9451	hepatocyte	Rattus norvegicus	nitrofurantoin	Low	5	micromolar	24	hour	003017130001.CEL
9452	hepatocyte	Rattus norvegicus	nitrofurantoin	Middle	25	micromolar	2	hour	003017128016.CEL
9453	hepatocyte	Rattus norvegicus	nitrofurantoin	Middle	25	micromolar	2	hour	003017128017.CEL
9454	hepatocyte	Rattus norvegicus	nitrofurantoin	Middle	25	micromolar	8	hour	003017128024.CEL
9455	hepatocyte	Rattus norvegicus	nitrofurantoin	Middle	25	micromolar	8	hour	003017128025.CEL
9456	hepatocyte	Rattus norvegicus	nitrofurantoin	Middle	25	micromolar	24	hour	003017130002.CEL
9457	hepatocyte	Rattus norvegicus	nitrofurantoin	Middle	25	micromolar	24	hour	003017130003.CEL
9458	hepatocyte	Rattus norvegicus	nitrofurantoin	High	125	micromolar	2	hour	003017128018.CEL
9459	hepatocyte	Rattus norvegicus	nitrofurantoin	High	125	micromolar	2	hour	003017128019.CEL
9460	hepatocyte	Rattus norvegicus	nitrofurantoin	High	125	micromolar	8	hour	003017128026.CEL
9461	hepatocyte	Rattus norvegicus	nitrofurantoin	High	125	micromolar	8	hour	003017128027.CEL
