	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
7194	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	24	hour	003017639008.CEL
7195	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	24	hour	003017639009.CEL
7196	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	3	hour	003017639022.CEL
7197	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	3	hour	003017639023.CEL
7198	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	3	hour	003017639024.CEL
7199	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	6	hour	003017640003.CEL
7200	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	6	hour	003017640004.CEL
7201	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	6	hour	003017659005.CEL
7202	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	9	hour	003017638028.CEL
7203	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	9	hour	003017638029.CEL
7204	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	9	hour	003017638030.CEL
7205	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	24	hour	003017639010.CEL
7206	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	24	hour	003017639011.CEL
7207	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	24	hour	003017639012.CEL
7208	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	3	hour	003017279002.CEL
7209	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	3	hour	003017279003.CEL
7210	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	3	hour	003017279004.CEL
7211	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	6	hour	003017279014.CEL
7212	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	6	hour	003017279015.CEL
7213	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	6	hour	003017279016.CEL
7214	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	9	hour	003017282028.CEL
7215	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	9	hour	003017282029.CEL
7216	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	9	hour	003017282030.CEL
7217	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017283010.CEL
7218	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017283011.CEL
7219	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017283012.CEL
7220	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	3	hour	003017279005.CEL
7221	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	3	hour	003017279006.CEL
7222	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	3	hour	003017279007.CEL
7223	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	6	hour	003017279017.CEL
7224	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	6	hour	003017279018.CEL
7225	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	6	hour	003017279019.CEL
7226	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	9	hour	003017283001.CEL
7227	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	9	hour	003017283002.CEL
7228	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	9	hour	003017283003.CEL
7229	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	24	hour	003017283013.CEL
7230	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	24	hour	003017283014.CEL
7231	kidney	Rattus norvegicus	indomethacin	Low	0.5	milligram per kilogram	24	hour	003017283015.CEL
7232	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	3	hour	003017279008.CEL
7233	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	3	hour	003017279009.CEL
7234	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	3	hour	003017279010.CEL
7235	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	6	hour	003017279020.CEL
7236	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	6	hour	003017279021.CEL
7237	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	6	hour	003017279022.CEL
7238	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	9	hour	003017283004.CEL
7239	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	9	hour	003017283005.CEL
7240	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	9	hour	003017283006.CEL
7241	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	24	hour	003017283016.CEL
7242	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	24	hour	003017283017.CEL
7243	kidney	Rattus norvegicus	indomethacin	Middle	01.cze	milligram per kilogram	24	hour	003017283018.CEL
7244	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	3	hour	003017279011.CEL
7245	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	3	hour	003017279012.CEL
7246	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	3	hour	003017279013.CEL
7247	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	6	hour	003017279023.CEL
7248	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	6	hour	003017279024.CEL
7249	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	6	hour	003017279025.CEL
7250	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	9	hour	003017283007.CEL
7251	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	9	hour	003017283008.CEL
7252	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	9	hour	003017283009.CEL
7253	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	24	hour	003017283019.CEL
7254	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	24	hour	003017283020.CEL
7255	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	24	hour	003017283021.CEL
7256	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	2	hour	003017030016.CEL
7257	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	2	hour	003017030017.CEL
7258	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	8	hour	003017030024.CEL
7259	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	8	hour	003017030025.CEL
7260	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	24	hour	003017031014.CEL
7261	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	24	hour	003017031015.CEL
7262	hepatocyte	Rattus norvegicus	indomethacin	Low	12	micromolar	2	hour	003017030018.CEL
7263	hepatocyte	Rattus norvegicus	indomethacin	Low	12	micromolar	2	hour	003017030019.CEL
7264	hepatocyte	Rattus norvegicus	indomethacin	Low	12	micromolar	8	hour	003017030026.CEL
7265	hepatocyte	Rattus norvegicus	indomethacin	Low	12	micromolar	8	hour	003017030027.CEL
7266	hepatocyte	Rattus norvegicus	indomethacin	Low	12	micromolar	24	hour	003017031016.CEL
7267	hepatocyte	Rattus norvegicus	indomethacin	Low	12	micromolar	24	hour	003017031017.CEL
7268	hepatocyte	Rattus norvegicus	indomethacin	Middle	60	micromolar	2	hour	003017030020.CEL
7269	hepatocyte	Rattus norvegicus	indomethacin	Middle	60	micromolar	2	hour	003017030021.CEL
7270	hepatocyte	Rattus norvegicus	indomethacin	Middle	60	micromolar	8	hour	003017030028.CEL
7271	hepatocyte	Rattus norvegicus	indomethacin	Middle	60	micromolar	8	hour	003017030029.CEL
7272	hepatocyte	Rattus norvegicus	indomethacin	Middle	60	micromolar	24	hour	003017031018.CEL
7273	hepatocyte	Rattus norvegicus	indomethacin	Middle	60	micromolar	24	hour	003017031019.CEL
7274	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	2	hour	003017030022.CEL
7275	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	2	hour	003017030023.CEL
7276	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	8	hour	003017030030.CEL
7277	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	8	hour	003017031013.CEL
7278	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	24	hour	003017031020.CEL
7279	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	24	hour	003017031021.CEL
7460	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	2	hour	003016050030.CEL
7461	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	2	hour	003016051001.CEL
7462	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	8	hour	003016051008.CEL
7463	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	8	hour	003016051009.CEL
7464	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	24	hour	003016051016.CEL
7465	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	24	hour	003016051017.CEL
7466	hepatocyte	Homo sapiens	ketoconazole	Low	0.6	micromolar	2	hour	003016051002.CEL
7467	hepatocyte	Homo sapiens	ketoconazole	Low	0.6	micromolar	2	hour	003016051003.CEL
7468	hepatocyte	Homo sapiens	ketoconazole	Low	0.6	micromolar	8	hour	003016051010.CEL
7469	hepatocyte	Homo sapiens	ketoconazole	Low	0.6	micromolar	8	hour	003016051011.CEL
7470	hepatocyte	Homo sapiens	ketoconazole	Low	0.6	micromolar	24	hour	003016051018.CEL
7471	hepatocyte	Homo sapiens	ketoconazole	Low	0.6	micromolar	24	hour	003016051019.CEL
7472	hepatocyte	Homo sapiens	ketoconazole	Middle	3	micromolar	2	hour	003016051004.CEL
7473	hepatocyte	Homo sapiens	ketoconazole	Middle	3	micromolar	2	hour	003016051005.CEL
7474	hepatocyte	Homo sapiens	ketoconazole	Middle	3	micromolar	8	hour	003016051012.CEL
7475	hepatocyte	Homo sapiens	ketoconazole	Middle	3	micromolar	8	hour	003016051013.CEL
7476	hepatocyte	Homo sapiens	ketoconazole	Middle	3	micromolar	24	hour	003016051020.CEL
7477	hepatocyte	Homo sapiens	ketoconazole	Middle	3	micromolar	24	hour	003016051021.CEL
7478	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	2	hour	003016051006.CEL
7479	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	2	hour	003016051007.CEL
7480	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	8	hour	003016051014.CEL
7481	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	8	hour	003016051015.CEL
7482	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	24	hour	003016051022.CEL
7483	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	24	hour	003016051023.CEL
7484	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	3	hour	003017011001.CEL
7485	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	3	hour	003017011002.CEL
7486	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	3	hour	003017011003.CEL
7487	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	6	hour	003017011013.CEL
7488	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	6	hour	003017011014.CEL
7489	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	6	hour	003017011015.CEL
7490	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	9	hour	003017012008.CEL
7491	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	9	hour	003017012009.CEL
7492	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	9	hour	003017026005.CEL
7493	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017012020.CEL
7494	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017012021.CEL
7495	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017012022.CEL
7496	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	3	hour	003017011004.CEL
7497	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	3	hour	003017011005.CEL
7498	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	3	hour	003017011006.CEL
7499	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	6	hour	003017011016.CEL
7500	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	6	hour	003017011017.CEL
7501	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	6	hour	003017011018.CEL
7502	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	9	hour	003017026006.CEL
7503	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	9	hour	003017026007.CEL
7504	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	9	hour	003017037028.CEL
7505	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	24	hour	003017012024.CEL
7506	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	24	hour	003017012025.CEL
7507	liver	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	24	hour	003017037029.CEL
7508	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	3	hour	003017011007.CEL
7509	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	3	hour	003017011008.CEL
7510	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	3	hour	003017011009.CEL
7511	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	6	hour	003017011019.CEL
7512	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	6	hour	003017011020.CEL
7513	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	6	hour	003017011021.CEL
7514	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	9	hour	003017012014.CEL
7515	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	9	hour	003017012015.CEL
7516	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	9	hour	003017012016.CEL
7517	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	24	hour	003017012026.CEL
7518	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	24	hour	003017026009.CEL
7519	liver	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	24	hour	003017037030.CEL
7520	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	3	hour	003017011010.CEL
7521	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	3	hour	003017011011.CEL
7522	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	3	hour	003017011012.CEL
7523	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	6	hour	003017011022.CEL
7524	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	6	hour	003017011023.CEL
7525	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	6	hour	003017011024.CEL
7526	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	9	hour	003017012017.CEL
7527	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	9	hour	003017012018.CEL
7528	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	9	hour	003017012019.CEL
7529	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017012029.CEL
7530	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017012030.CEL
7531	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017013002.CEL
7532	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	3	hour	003017835011.CEL
7533	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	3	hour	003017835012.CEL
7534	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	3	hour	003017835013.CEL
7535	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	6	hour	003017835023.CEL
7536	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	6	hour	003017835024.CEL
7537	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	6	hour	003017835025.CEL
7538	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	9	hour	003017831011.CEL
7539	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	9	hour	003017831012.CEL
7540	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	9	hour	003017831013.CEL
7541	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017831023.CEL
7542	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017831024.CEL
7543	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017831025.CEL
7544	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	3	hour	003017835014.CEL
7545	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	3	hour	003017835015.CEL
7546	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	3	hour	003017835016.CEL
7547	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	6	hour	003017835026.CEL
7548	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	6	hour	003017835027.CEL
7549	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	6	hour	003017835028.CEL
7550	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	9	hour	003017831014.CEL
7551	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	9	hour	003017831015.CEL
7552	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	9	hour	003017831016.CEL
7553	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	24	hour	003017831026.CEL
7554	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	24	hour	003017831027.CEL
7555	kidney	Rattus norvegicus	ketoconazole	Low	10	milligram per kilogram	24	hour	003017831028.CEL
7556	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	3	hour	003017835017.CEL
7557	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	3	hour	003017835018.CEL
7558	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	3	hour	003017835019.CEL
7559	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	6	hour	003017835029.CEL
7560	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	6	hour	003017835030.CEL
7561	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	6	hour	003017836001.CEL
7562	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	9	hour	003017831017.CEL
7563	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	9	hour	003017831018.CEL
7564	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	9	hour	003017831019.CEL
7565	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	24	hour	003017831029.CEL
7566	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	24	hour	003017831030.CEL
7567	kidney	Rattus norvegicus	ketoconazole	Middle	30	milligram per kilogram	24	hour	003017832001.CEL
7568	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	3	hour	003017835020.CEL
