	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
8525	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017179013.CEL
8526	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017179014.CEL
8527	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017179015.CEL
8561	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017178028.CEL
8562	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017178029.CEL
8563	kidney	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017178030.CEL
8568	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	24	hour	003017099007.CEL
8569	hepatocyte	Rattus norvegicus	methyltestosterone	Control	0	micromolar	24	hour	003017099008.CEL
8586	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	24	hour	003017099013.CEL
8587	hepatocyte	Rattus norvegicus	methyltestosterone	High	40	micromolar	24	hour	003017099014.CEL
8590	hepatocyte	Homo sapiens	mexiletine	Control	0	micromolar	24	hour	003016074024.CEL
8591	hepatocyte	Homo sapiens	mexiletine	Control	0	micromolar	24	hour	003016074025.CEL
8598	hepatocyte	Homo sapiens	mexiletine	High	300	micromolar	24	hour	003016074028.CEL
8599	hepatocyte	Homo sapiens	mexiletine	High	300	micromolar	24	hour	003016074029.CEL
8609	liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	24	hour	003017257020.CEL
8610	liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	24	hour	003017257021.CEL
8611	liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	24	hour	003017257022.CEL
8645	liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	24	hour	003017257029.CEL
8646	liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	24	hour	003017257030.CEL
8647	liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	24	hour	003017258001.CEL
8652	hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	24	hour	003017259023.CEL
8653	hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	24	hour	003017284019.CEL
8670	hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	24	hour	003017259029.CEL
8671	hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	24	hour	003017259030.CEL
8674	hepatocyte	Homo sapiens	monocrotaline	Control	0	micromolar	24	hour	003016062008.CEL
8675	hepatocyte	Homo sapiens	monocrotaline	Control	0	micromolar	24	hour	003016062009.CEL
8682	hepatocyte	Homo sapiens	monocrotaline	High	90	micromolar	24	hour	003016062012.CEL
8683	hepatocyte	Homo sapiens	monocrotaline	High	90	micromolar	24	hour	003016062013.CEL
8693	liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017048003.CEL
8694	liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017048004.CEL
8695	liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017048005.CEL
8729	liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017048012.CEL
8730	liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017048013.CEL
8731	liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017048014.CEL
8741	kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017266014.CEL
8742	kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017266015.CEL
8743	kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017266016.CEL
8777	kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017266023.CEL
8778	kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017266024.CEL
8779	kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017266025.CEL
8784	hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	24	hour	003017170001.CEL
8785	hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	24	hour	003017170002.CEL
8802	hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	24	hour	003017170007.CEL
8803	hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	24	hour	003017170008.CEL
8806	hepatocyte	Homo sapiens	moxisylyte	Control	0	micromolar	24	hour	003016063026.CEL
8807	hepatocyte	Homo sapiens	moxisylyte	Control	0	micromolar	24	hour	003016063027.CEL
8814	hepatocyte	Homo sapiens	moxisylyte	High	400	micromolar	24	hour	003016063030.CEL
8815	hepatocyte	Homo sapiens	moxisylyte	High	400	micromolar	24	hour	003016064001.CEL
8825	liver	Rattus norvegicus	moxisylyte	Control	0	milligram per kilogram	24	hour	003017075026.CEL
8826	liver	Rattus norvegicus	moxisylyte	Control	0	milligram per kilogram	24	hour	003017075027.CEL
8827	liver	Rattus norvegicus	moxisylyte	Control	0	milligram per kilogram	24	hour	003017075028.CEL
8861	liver	Rattus norvegicus	moxisylyte	High	500	milligram per kilogram	24	hour	003017076005.CEL
8862	liver	Rattus norvegicus	moxisylyte	High	500	milligram per kilogram	24	hour	003017076006.CEL
8863	liver	Rattus norvegicus	moxisylyte	High	500	milligram per kilogram	24	hour	003017077025.CEL
8868	hepatocyte	Rattus norvegicus	moxisylyte	Control	0	micromolar	24	hour	003017241020.CEL
8869	hepatocyte	Rattus norvegicus	moxisylyte	Control	0	micromolar	24	hour	003017241021.CEL
8886	hepatocyte	Rattus norvegicus	moxisylyte	High	600	micromolar	24	hour	003017241026.CEL
8887	hepatocyte	Rattus norvegicus	moxisylyte	High	600	micromolar	24	hour	003017241027.CEL
8892	hepatocyte	Homo sapiens	naphthyl isothiocyanate	Control	0	micromolar	24	hour	003016012008.CEL
8893	hepatocyte	Homo sapiens	naphthyl isothiocyanate	Control	0	micromolar	24	hour	003016012009.CEL
8910	hepatocyte	Homo sapiens	naphthyl isothiocyanate	High	200	micromolar	24	hour	003016012014.CEL
8911	hepatocyte	Homo sapiens	naphthyl isothiocyanate	High	200	micromolar	24	hour	003016012015.CEL
8921	liver	Rattus norvegicus	naphthyl isothiocyanate	Control	0	milligram per kilogram	24	hour	003017631024.CEL
8922	liver	Rattus norvegicus	naphthyl isothiocyanate	Control	0	milligram per kilogram	24	hour	003017631025.CEL
8923	liver	Rattus norvegicus	naphthyl isothiocyanate	Control	0	milligram per kilogram	24	hour	003017631026.CEL
8957	liver	Rattus norvegicus	naphthyl isothiocyanate	High	150	milligram per kilogram	24	hour	003017632003.CEL
8958	liver	Rattus norvegicus	naphthyl isothiocyanate	High	150	milligram per kilogram	24	hour	003017632004.CEL
8959	liver	Rattus norvegicus	naphthyl isothiocyanate	High	150	milligram per kilogram	24	hour	003017632005.CEL
8964	hepatocyte	Rattus norvegicus	naphthyl isothiocyanate	Control	0	micromolar	24	hour	003017021024.CEL
8965	hepatocyte	Rattus norvegicus	naphthyl isothiocyanate	Control	0	micromolar	24	hour	003017021025.CEL
8982	hepatocyte	Rattus norvegicus	naphthyl isothiocyanate	High	200	micromolar	24	hour	003017021030.CEL
8983	hepatocyte	Rattus norvegicus	naphthyl isothiocyanate	High	200	micromolar	24	hour	003017022001.CEL
8986	hepatocyte	Homo sapiens	naproxen	Control	0	micromolar	24	hour	003016067002.CEL
8987	hepatocyte	Homo sapiens	naproxen	Control	0	micromolar	24	hour	003016067003.CEL
8994	hepatocyte	Homo sapiens	naproxen	High	600	micromolar	24	hour	003016067006.CEL
8995	hepatocyte	Homo sapiens	naproxen	High	600	micromolar	24	hour	003016067007.CEL
9005	liver	Rattus norvegicus	naproxen	Control	0	milligram per kilogram	24	hour	003017165006.CEL
9006	liver	Rattus norvegicus	naproxen	Control	0	milligram per kilogram	24	hour	003017165007.CEL
9007	liver	Rattus norvegicus	naproxen	Control	0	milligram per kilogram	24	hour	003017165008.CEL
9041	liver	Rattus norvegicus	naproxen	High	200	milligram per kilogram	24	hour	003017165015.CEL
9042	liver	Rattus norvegicus	naproxen	High	200	milligram per kilogram	24	hour	003017165016.CEL
9043	liver	Rattus norvegicus	naproxen	High	200	milligram per kilogram	24	hour	003017165017.CEL
9048	hepatocyte	Rattus norvegicus	naproxen	Control	0	micromolar	24	hour	003017242014.CEL
9049	hepatocyte	Rattus norvegicus	naproxen	Control	0	micromolar	24	hour	003017242015.CEL
9066	hepatocyte	Rattus norvegicus	naproxen	High	2000	micromolar	24	hour	003017242019.CEL
9067	hepatocyte	Rattus norvegicus	naproxen	High	2000	micromolar	24	hour	003017242020.CEL
9070	hepatocyte	Homo sapiens	nicotinic acid	Control	0	micromolar	24	hour	003016068020.CEL
9071	hepatocyte	Homo sapiens	nicotinic acid	Control	0	micromolar	24	hour	003016068021.CEL
9078	hepatocyte	Homo sapiens	nicotinic acid	High	10000	micromolar	24	hour	003016068024.CEL
9079	hepatocyte	Homo sapiens	nicotinic acid	High	10000	micromolar	24	hour	003016068025.CEL
9089	liver	Rattus norvegicus	nicotinic acid	Control	0	milligram per kilogram	24	hour	003017174020.CEL
9090	liver	Rattus norvegicus	nicotinic acid	Control	0	milligram per kilogram	24	hour	003017174021.CEL
9091	liver	Rattus norvegicus	nicotinic acid	Control	0	milligram per kilogram	24	hour	003017174022.CEL
9125	liver	Rattus norvegicus	nicotinic acid	High	1000	milligram per kilogram	24	hour	003017174029.CEL
9126	liver	Rattus norvegicus	nicotinic acid	High	1000	milligram per kilogram	24	hour	003017174030.CEL
9127	liver	Rattus norvegicus	nicotinic acid	High	1000	milligram per kilogram	24	hour	003017175001.CEL
9132	hepatocyte	Rattus norvegicus	nicotinic acid	Control	0	micromolar	24	hour	003017253012.CEL
9133	hepatocyte	Rattus norvegicus	nicotinic acid	Control	0	micromolar	24	hour	003017253013.CEL
9150	hepatocyte	Rattus norvegicus	nicotinic acid	High	10000	micromolar	24	hour	003017253018.CEL
9151	hepatocyte	Rattus norvegicus	nicotinic acid	High	10000	micromolar	24	hour	003017253019.CEL
9154	hepatocyte	Homo sapiens	nifedipine	Control	0	micromolar	24	hour	003016076024.CEL
9155	hepatocyte	Homo sapiens	nifedipine	Control	0	micromolar	24	hour	003016076025.CEL
9162	hepatocyte	Homo sapiens	nifedipine	High	150	micromolar	24	hour	003016076028.CEL
9163	hepatocyte	Homo sapiens	nifedipine	High	150	micromolar	24	hour	003016076029.CEL
9173	liver	Rattus norvegicus	nifedipine	Control	0	milligram per kilogram	24	hour	003017286020.CEL
9174	liver	Rattus norvegicus	nifedipine	Control	0	milligram per kilogram	24	hour	003017286021.CEL
9175	liver	Rattus norvegicus	nifedipine	Control	0	milligram per kilogram	24	hour	003017286022.CEL
9209	liver	Rattus norvegicus	nifedipine	High	1000	milligram per kilogram	24	hour	003017286028.CEL
9210	liver	Rattus norvegicus	nifedipine	High	1000	milligram per kilogram	24	hour	003017286029.CEL
9211	liver	Rattus norvegicus	nifedipine	High	1000	milligram per kilogram	24	hour	003017286030.CEL
9216	hepatocyte	Rattus norvegicus	nifedipine	Control	0	micromolar	24	hour	003017281030.CEL
9217	hepatocyte	Rattus norvegicus	nifedipine	Control	0	micromolar	24	hour	003017282001.CEL
9234	hepatocyte	Rattus norvegicus	nifedipine	High	250	micromolar	24	hour	003017282006.CEL
9235	hepatocyte	Rattus norvegicus	nifedipine	High	250	micromolar	24	hour	003017282007.CEL
9238	hepatocyte	Homo sapiens	nimesulide	Control	0	micromolar	24	hour	003016081003.CEL
9239	hepatocyte	Homo sapiens	nimesulide	Control	0	micromolar	24	hour	003016081004.CEL
9246	hepatocyte	Homo sapiens	nimesulide	High	330	micromolar	24	hour	003016081007.CEL
9247	hepatocyte	Homo sapiens	nimesulide	High	330	micromolar	24	hour	003016081008.CEL
9257	liver	Rattus norvegicus	nimesulide	Control	0	milligram per kilogram	24	hour	003017547001.CEL
9258	liver	Rattus norvegicus	nimesulide	Control	0	milligram per kilogram	24	hour	003017547002.CEL
9259	liver	Rattus norvegicus	nimesulide	Control	0	milligram per kilogram	24	hour	003017547003.CEL
9293	liver	Rattus norvegicus	nimesulide	High	300	milligram per kilogram	24	hour	003017547010.CEL
9294	liver	Rattus norvegicus	nimesulide	High	300	milligram per kilogram	24	hour	003017547011.CEL
9295	liver	Rattus norvegicus	nimesulide	High	300	milligram per kilogram	24	hour	003017547012.CEL
9300	hepatocyte	Rattus norvegicus	nimesulide	Control	0	micromolar	24	hour	003017465024.CEL
9301	hepatocyte	Rattus norvegicus	nimesulide	Control	0	micromolar	24	hour	003017465025.CEL
9318	hepatocyte	Rattus norvegicus	nimesulide	High	75	micromolar	24	hour	003017465030.CEL
9319	hepatocyte	Rattus norvegicus	nimesulide	High	75	micromolar	24	hour	003017466001.CEL
9324	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	24	hour	003016030029.CEL
9325	hepatocyte	Homo sapiens	nitrofurantoin	Control	0	micromolar	24	hour	003016030030.CEL
9342	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	24	hour	003016031005.CEL
9343	hepatocyte	Homo sapiens	nitrofurantoin	High	125	micromolar	24	hour	003016031006.CEL
9353	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017791022.CEL
9354	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017791023.CEL
9355	liver	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017791024.CEL
9389	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	24	hour	003017792001.CEL
9390	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	24	hour	003017792002.CEL
9391	liver	Rattus norvegicus	nitrofurantoin	High	600	milligram per kilogram	24	hour	003017792003.CEL
9401	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017205019.CEL
9402	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017205020.CEL
9403	kidney	Rattus norvegicus	nitrofurantoin	Control	0	milligram per kilogram	24	hour	003017205021.CEL
9437	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	24	hour	003017205028.CEL
9438	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	24	hour	003017205029.CEL
9439	kidney	Rattus norvegicus	nitrofurantoin	High	100	milligram per kilogram	24	hour	003017205030.CEL
9444	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	24	hour	003017128028.CEL
9445	hepatocyte	Rattus norvegicus	nitrofurantoin	Control	0	micromolar	24	hour	003017128029.CEL
9462	hepatocyte	Rattus norvegicus	nitrofurantoin	High	125	micromolar	24	hour	003017130004.CEL
9463	hepatocyte	Rattus norvegicus	nitrofurantoin	High	125	micromolar	24	hour	003017130005.CEL
9466	hepatocyte	Homo sapiens	nitrofurazone	Control	0	micromolar	24	hour	003016065002.CEL
9467	hepatocyte	Homo sapiens	nitrofurazone	Control	0	micromolar	24	hour	003016065003.CEL
9474	hepatocyte	Homo sapiens	nitrofurazone	High	50	micromolar	24	hour	003016065006.CEL
9475	hepatocyte	Homo sapiens	nitrofurazone	High	50	micromolar	24	hour	003016065007.CEL
9485	liver	Rattus norvegicus	nitrofurazone	Control	0	milligram per kilogram	24	hour	003017131030.CEL
9486	liver	Rattus norvegicus	nitrofurazone	Control	0	milligram per kilogram	24	hour	003017132001.CEL
9487	liver	Rattus norvegicus	nitrofurazone	Control	0	milligram per kilogram	24	hour	003017132002.CEL
9521	liver	Rattus norvegicus	nitrofurazone	High	300	milligram per kilogram	24	hour	003017132009.CEL
9522	liver	Rattus norvegicus	nitrofurazone	High	300	milligram per kilogram	24	hour	003017132010.CEL
9523	liver	Rattus norvegicus	nitrofurazone	High	300	milligram per kilogram	24	hour	003017132011.CEL
9528	hepatocyte	Rattus norvegicus	nitrofurazone	Control	0	micromolar	24	hour	003017268030.CEL
9529	hepatocyte	Rattus norvegicus	nitrofurazone	Control	0	micromolar	24	hour	003017269001.CEL
9546	hepatocyte	Rattus norvegicus	nitrofurazone	High	300	micromolar	24	hour	003017269007.CEL
9547	hepatocyte	Rattus norvegicus	nitrofurazone	High	300	micromolar	24	hour	003017353022.CEL
9550	hepatocyte	Homo sapiens	nitrosodiethylamine	Control	0	micromolar	24	hour	003016089006.CEL
9551	hepatocyte	Homo sapiens	nitrosodiethylamine	Control	0	micromolar	24	hour	003016089007.CEL
9558	hepatocyte	Homo sapiens	nitrosodiethylamine	High	10000	micromolar	24	hour	003016089010.CEL
9559	hepatocyte	Homo sapiens	nitrosodiethylamine	High	10000	micromolar	24	hour	003016089011.CEL
9569	liver	Rattus norvegicus	nitrosodiethylamine	Control	0	milligram per kilogram	24	hour	003017528026.CEL
9570	liver	Rattus norvegicus	nitrosodiethylamine	Control	0	milligram per kilogram	24	hour	003017528027.CEL
9571	liver	Rattus norvegicus	nitrosodiethylamine	Control	0	milligram per kilogram	24	hour	003017528028.CEL
9605	liver	Rattus norvegicus	nitrosodiethylamine	High	100	milligram per kilogram	24	hour	003017529005.CEL
9606	liver	Rattus norvegicus	nitrosodiethylamine	High	100	milligram per kilogram	24	hour	003017529006.CEL
9607	liver	Rattus norvegicus	nitrosodiethylamine	High	100	milligram per kilogram	24	hour	003017529007.CEL
9612	hepatocyte	Rattus norvegicus	nitrosodiethylamine	Control	0	micromolar	24	hour	003017531012.CEL
9613	hepatocyte	Rattus norvegicus	nitrosodiethylamine	Control	0	micromolar	24	hour	003017531013.CEL
9630	hepatocyte	Rattus norvegicus	nitrosodiethylamine	High	10000	micromolar	24	hour	003017531018.CEL
9631	hepatocyte	Rattus norvegicus	nitrosodiethylamine	High	10000	micromolar	24	hour	003017531019.CEL
9636	hepatocyte	Homo sapiens	omeprazole	Control	0	micromolar	24	hour	003016036016.CEL
9637	hepatocyte	Homo sapiens	omeprazole	Control	0	micromolar	24	hour	003016036017.CEL
9654	hepatocyte	Homo sapiens	omeprazole	High	600	micromolar	24	hour	003016036022.CEL
9655	hepatocyte	Homo sapiens	omeprazole	High	600	micromolar	24	hour	003016036023.CEL
9665	liver	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017668011.CEL
9666	liver	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017668012.CEL
9667	liver	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017668013.CEL
9701	liver	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017668020.CEL
9702	liver	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017668021.CEL
9703	liver	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017668022.CEL
9713	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017833011.CEL
9714	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017833012.CEL
9715	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017833013.CEL
9749	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017833020.CEL
9750	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017833021.CEL
9751	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017833022.CEL
9756	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	24	hour	003017027002.CEL
9757	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	24	hour	003017027003.CEL
9774	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	24	hour	003017027008.CEL
9775	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	24	hour	003017027009.CEL
