Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	3	hour	003017265010.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	6	hour	003017234020.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	6	hour	003017234021.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	6	hour	003017247030.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	9	hour	003017236023.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	9	hour	003017236024.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	9	hour	003017236025.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	24	hour	003017257020.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	24	hour	003017257021.CEL
liver	Rattus norvegicus	mexiletine	Control	0	milligram per kilogram	24	hour	003017257022.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	3	hour	003017265011.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	3	hour	003017265012.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	3	hour	003017265013.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	6	hour	003017234022.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	6	hour	003017234023.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	6	hour	003017234024.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	9	hour	003017236026.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	9	hour	003017236027.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	9	hour	003017236028.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	24	hour	003017257023.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	24	hour	003017257024.CEL
liver	Rattus norvegicus	mexiletine	Low	40	milligram per kilogram	24	hour	003017257025.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	3	hour	003017265014.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	3	hour	003017265015.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	3	hour	003017265016.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	6	hour	003017234025.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	6	hour	003017234026.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	6	hour	003017248001.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	9	hour	003017236029.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	9	hour	003017236030.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	9	hour	003017237025.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	24	hour	003017257026.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	24	hour	003017257027.CEL
liver	Rattus norvegicus	mexiletine	Middle	120	milligram per kilogram	24	hour	003017257028.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	3	hour	003017265017.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	3	hour	003017265018.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	3	hour	003017265019.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	6	hour	003017234027.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	6	hour	003017234028.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	6	hour	003017234029.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	9	hour	003017237026.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	9	hour	003017237027.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	9	hour	003017237028.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	24	hour	003017257029.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	24	hour	003017257030.CEL
liver	Rattus norvegicus	mexiletine	High	400	milligram per kilogram	24	hour	003017258001.CEL
hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	2	hour	003017260001.CEL
hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	2	hour	003017260002.CEL
hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	8	hour	003017260009.CEL
hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	8	hour	003017260010.CEL
hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	24	hour	003017259023.CEL
hepatocyte	Rattus norvegicus	mexiletine	Control	0	micromolar	24	hour	003017284019.CEL
hepatocyte	Rattus norvegicus	mexiletine	Low	0.6	micromolar	2	hour	003017260003.CEL
hepatocyte	Rattus norvegicus	mexiletine	Low	0.6	micromolar	2	hour	003017260004.CEL
hepatocyte	Rattus norvegicus	mexiletine	Low	0.6	micromolar	8	hour	003017260011.CEL
hepatocyte	Rattus norvegicus	mexiletine	Low	0.6	micromolar	8	hour	003017260012.CEL
hepatocyte	Rattus norvegicus	mexiletine	Low	0.6	micromolar	24	hour	003017259025.CEL
hepatocyte	Rattus norvegicus	mexiletine	Low	0.6	micromolar	24	hour	003017259026.CEL
hepatocyte	Rattus norvegicus	mexiletine	Middle	3	micromolar	2	hour	003017260005.CEL
hepatocyte	Rattus norvegicus	mexiletine	Middle	3	micromolar	2	hour	003017260006.CEL
hepatocyte	Rattus norvegicus	mexiletine	Middle	3	micromolar	8	hour	003017260013.CEL
hepatocyte	Rattus norvegicus	mexiletine	Middle	3	micromolar	8	hour	003017260014.CEL
hepatocyte	Rattus norvegicus	mexiletine	Middle	3	micromolar	24	hour	003017259027.CEL
hepatocyte	Rattus norvegicus	mexiletine	Middle	3	micromolar	24	hour	003017259028.CEL
hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	2	hour	003017260007.CEL
hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	2	hour	003017260008.CEL
hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	8	hour	003017259021.CEL
hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	8	hour	003017259022.CEL
hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	24	hour	003017259029.CEL
hepatocyte	Rattus norvegicus	mexiletine	High	15	micromolar	24	hour	003017259030.CEL
hepatocyte	Homo sapiens	monocrotaline	Control	0	micromolar	8	hour	003016062002.CEL
hepatocyte	Homo sapiens	monocrotaline	Control	0	micromolar	8	hour	003016062003.CEL
hepatocyte	Homo sapiens	monocrotaline	Control	0	micromolar	24	hour	003016062008.CEL
hepatocyte	Homo sapiens	monocrotaline	Control	0	micromolar	24	hour	003016062009.CEL
hepatocyte	Homo sapiens	monocrotaline	Middle	18	micromolar	8	hour	003016062004.CEL
hepatocyte	Homo sapiens	monocrotaline	Middle	18	micromolar	8	hour	003016062005.CEL
hepatocyte	Homo sapiens	monocrotaline	Middle	18	micromolar	24	hour	003016062010.CEL
hepatocyte	Homo sapiens	monocrotaline	Middle	18	micromolar	24	hour	003016062011.CEL
hepatocyte	Homo sapiens	monocrotaline	High	90	micromolar	8	hour	003016062006.CEL
hepatocyte	Homo sapiens	monocrotaline	High	90	micromolar	8	hour	003016062007.CEL
hepatocyte	Homo sapiens	monocrotaline	High	90	micromolar	24	hour	003016062012.CEL
hepatocyte	Homo sapiens	monocrotaline	High	90	micromolar	24	hour	003016062013.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	3	hour	003017054008.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	3	hour	003017054009.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	3	hour	003017054010.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	6	hour	003017054020.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	6	hour	003017054021.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	6	hour	003017054022.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	9	hour	003017048015.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	9	hour	003017048016.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	9	hour	003017048017.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017048003.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017048004.CEL
liver	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017048005.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	3	hour	003017054011.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	3	hour	003017054012.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	3	hour	003017054013.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	6	hour	003017054023.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	6	hour	003017054024.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	6	hour	003017054025.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	9	hour	003017048018.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	9	hour	003017048019.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	9	hour	003017048020.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	24	hour	003017048006.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	24	hour	003017048007.CEL
liver	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	24	hour	003017048008.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	3	hour	003017054014.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	3	hour	003017054015.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	3	hour	003017054016.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	6	hour	003017054026.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	6	hour	003017054027.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	6	hour	003017054028.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	9	hour	003017048021.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	9	hour	003017048022.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	9	hour	003017048023.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	24	hour	003017048009.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	24	hour	003017048010.CEL
liver	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	24	hour	003017048011.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	3	hour	003017054017.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	3	hour	003017054018.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	3	hour	003017054019.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	6	hour	003017054029.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	6	hour	003017054030.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	6	hour	003017055001.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	9	hour	003017048024.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	9	hour	003017048025.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	9	hour	003017048026.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017048012.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017048013.CEL
liver	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017048014.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	3	hour	003017269008.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	3	hour	003017269009.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	3	hour	003017269010.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	6	hour	003017269020.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	6	hour	003017269021.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	6	hour	003017269022.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	9	hour	003017266002.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	9	hour	003017266003.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	9	hour	003017266004.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017266014.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017266015.CEL
kidney	Rattus norvegicus	monocrotaline	Control	0	milligram per kilogram	24	hour	003017266016.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	3	hour	003017269011.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	3	hour	003017269012.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	3	hour	003017269013.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	6	hour	003017269023.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	6	hour	003017269024.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	6	hour	003017269025.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	9	hour	003017266005.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	9	hour	003017266006.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	9	hour	003017266007.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	24	hour	003017266017.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	24	hour	003017266018.CEL
kidney	Rattus norvegicus	monocrotaline	Low	3	milligram per kilogram	24	hour	003017266019.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	3	hour	003017269014.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	3	hour	003017269015.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	3	hour	003017269016.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	6	hour	003017269026.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	6	hour	003017269027.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	6	hour	003017269028.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	9	hour	003017266008.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	9	hour	003017266009.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	9	hour	003017266010.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	24	hour	003017266020.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	24	hour	003017266021.CEL
kidney	Rattus norvegicus	monocrotaline	Middle	10	milligram per kilogram	24	hour	003017266022.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	3	hour	003017269017.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	3	hour	003017269018.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	3	hour	003017269019.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	6	hour	003017269029.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	6	hour	003017269030.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	6	hour	003017270001.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	9	hour	003017266011.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	9	hour	003017266012.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	9	hour	003017266013.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017266023.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017266024.CEL
kidney	Rattus norvegicus	monocrotaline	High	30	milligram per kilogram	24	hour	003017266025.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	2	hour	003017168001.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	2	hour	003017168002.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	8	hour	003017168009.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	8	hour	003017168010.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	24	hour	003017170001.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Control	0	micromolar	24	hour	003017170002.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Low	03.cze	micromolar	2	hour	003017168003.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Low	03.cze	micromolar	2	hour	003017168004.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Low	03.cze	micromolar	8	hour	003017168011.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Low	03.cze	micromolar	8	hour	003017168012.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Low	03.cze	micromolar	24	hour	003017170003.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Low	03.cze	micromolar	24	hour	003017170004.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Middle	18	micromolar	2	hour	003017168005.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Middle	18	micromolar	2	hour	003017168006.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Middle	18	micromolar	8	hour	003017167027.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Middle	18	micromolar	8	hour	003017167028.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Middle	18	micromolar	24	hour	003017170005.CEL
hepatocyte	Rattus norvegicus	monocrotaline	Middle	18	micromolar	24	hour	003017170006.CEL
hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	2	hour	003017168007.CEL
hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	2	hour	003017168008.CEL
hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	8	hour	003017167029.CEL
hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	8	hour	003017167030.CEL
hepatocyte	Rattus norvegicus	monocrotaline	High	90	micromolar	24	hour	003017170007.CEL
